"lang"
{
	"Language"      "English"
        "DOTA_Tooltip_ability_item_ice_aluneth_bonus_agi"	                  "+$agi"
        "DOTA_Tooltip_Ability_item_ice_aluneth_regen"                         "+$hp_regen"
        "DOTA_Tooltip_ability_item_ice_aluneth_spell_amp"	                  "%+$spell_amp"
        "DOTA_Tooltip_ability_item_ice_aluneth_bonus_cdr"	                  "%+$manacost_reduction"
        
        "DOTA_Tooltip_Ability_item_my_crit"                              "The Caustic Finale"
        "DOTA_Tooltip_ability_item_my_crit_Description"	                 "<h1>Passive: Critical Strike</h1>Grants each attack a %crit_c%%% chance to deal %crit_m%%% damage."
        "DOTA_Tooltip_Ability_item_my_crit_damage"                       "+$damage"
        "DOTA_Tooltip_Ability_item_my_crit_speed"                        "+$move_speed"
        "DOTA_Tooltip_Ability_item_my_crit_hp"                           "+$health"
        "DOTA_Tooltip_Ability_item_my_crit_regen"                        "+$hp_regen"
        
        "DOTA_Tooltip_Ability_item_avernus_chestplate"						"Avernus Chestplate"
        "DOTA_Tooltip_Ability_item_avernus_chestplate_note0"				"Good luck"
        "DOTA_Tooltip_Ability_item_avernus_chestplate_Description"			"<h1>Active: Self-sacrifice</h1>For %duration% seconds, you take %redirect%%% of the damage taken by your allies.<br><br>Radius: %redirect_range%<br><br>Dispel Type: <span class=\"GameplayValues GameplayVariable\">Strong Dispel</span>\n<h1>Passive: Damage Block</h1> Block %block% damage."
        "DOTA_Tooltip_Ability_item_avernus_chestplate_regen"						"+$hp_regen"
        "DOTA_Tooltip_Ability_item_avernus_chestplate_hp"							"+$health"
        "DOTA_Tooltip_Ability_item_avernus_chestplate_armor"						"+$armor"
        "DOTA_Tooltip_Ability_item_avernus_chestplate_all_stats"					"+$all"
        "DOTA_Tooltip_modifier_item_avernus_chestplate_buff_caster"				"Self-sacrifice"
        "DOTA_Tooltip_modifier_item_avernus_chestplate_buff_caster_Description"	"You take 40%% of the damage taken by your allies"
        "DOTA_Tooltip_modifier_item_avernus_chestplate_buff_ally"					"Patronage"
        "DOTA_Tooltip_modifier_item_avernus_chestplate_buff_ally_Description"		"Your ally takes damage for you. You should be ashamed of yourself..."
        
        "DOTA_Tooltip_Ability_item_hammer_of_god"                    "Hammer Of God"
        "DOTA_Tooltip_Ability_item_hammer_of_god_Description"        "<h1>Active: Static Charge</h1>Places a charged shield on a target unit for %duration% seconds which has a %act_c%%% chance to release a %act_d% magical damage shocking bolt at a nearby attacker and %act_j% additional enemies.<br><br>Range: %tooltip_range%\n<h1>Passive: Chain Lightning</h1>Grants a %chance%%% chance on attack to release a bolt of electricity that leaps between %jumps% targets within a %jump_range% radius, dealing %proc_damage% magical damage to each.\n<h1>Passive: Hammer Of God Aura</h1>+ %aura_hp% Health<br>+ %aura_damage% Damage<br>+ %aura_speed% Movement Speed<br>Radius: %aura_range%"
        "DOTA_Tooltip_Ability_item_hammer_of_god_damage"             "+$damage"
        "DOTA_Tooltip_ability_item_hammer_of_god_attack_speed"	     "+$attack"
        "DOTA_Tooltip_modifier_item_hammer_of_god_aura"						"Hammer Of God Aura"
        "DOTA_Tooltip_modifier_item_hammer_of_god_aura_Description"			"Increases health by 200, damage by 30 and movement speed by 20"
        "DOTA_Tooltip_modifier_item_hammer_of_god_static"						"Static Charge"
        "DOTA_Tooltip_modifier_item_hammer_of_god_static_Description"			"With some chance, it releases lightning at the attacking enemy"
		
    //###############################################################################################################################
    //#####################################################LEGENDARY_ITEMS###########################################################
    //###############################################################################################################################
		
        "DOTA_Tooltip_ability_item_op_staff"    			"Staff Of Water"
        "DOTA_Tooltip_ability_item_op_staff_Description"	"<h1>Active: Overpower</h1>Overpower Increases Spirit Attack Speed ​​by %spirit_attack_speed% for 5 seconds.\n<h1><font color='#FF00FF'>Legendary item</font></h1>Legendary items give all <font color='#990099'>Activated Seal</font> bonuses, and also give you the ability to control one of the elements.<br><br>Allows you to control the <font color='#0000FF'>water</font> element\n<h1>Passive: Spirits</h1> -- ONLY FOR RANGED HEROES --<br>Summons 3 spirits which attack enemies within 1250 range.<br>Spirit damage equals white damage of the summoner.\n<h1>Passive: Greater Maim</h1>Each attack with a %bonus_chance%%% chance can deal %bonus_chance_damage% damage and injure the enemy.<br><br>Duration of injury: %maim_duration%<br>Slow movement: %maim_slow_movement%%%<br>Slow attack: %maim_slow_attack%"
        "DOTA_Tooltip_Ability_item_op_staff_hp"         	"+$health"
		"DOTA_Tooltip_ability_item_op_staff_mana_regen"     "+$mana_regen"
        "DOTA_Tooltip_ability_item_op_staff_agil"	    	"+$agi"
        "DOTA_Tooltip_Ability_item_op_staff_str"         	"+$str"
		"DOTA_Tooltip_ability_item_op_staff_damage"			"+$damage"
        "DOTA_Tooltip_ability_item_op_staff_attack_speed"	"+$attack"
        "DOTA_Tooltip_ability_item_op_staff_speed"			"+$move_speed"
        "DOTA_Tooltip_ability_item_op_staff_stat_res"		"%+$status_resist"
        "DOTA_Tooltip_ability_item_op_staff_range"			"+$attack_range"
		
        "DOTA_Tooltip_ability_item_shadow_cuirass"    			"Shadow Cuirass"
        "DOTA_Tooltip_ability_item_shadow_cuirass_Description"	"<h1>Active: Blood Sacrifice</h1>You deal damage equal to 25% of your maximum health and then restore as much health for 2 seconds.\n<h1><font color='#FF00FF'>Legendary item</font></h1>Legendary items give all <font color='#990099'>Activated Seal</font> bonuses, and also give you the ability to control one of the elements.<br><br>Allows you to control the <font color='#000000'>shadow</font> element\n<h1>Passive: Soul Bond</h1> -- ONLY FOR MELEE HEROES --<br>%otrash%%%  of the damage received is also inflicted to the enemy you are attacking.\n<h1>Passive: Reflection</h1>%otrash%%% damage taken is reflected in the attacker."
		"DOTA_Tooltip_ability_item_shadow_cuirass_mana_regen"   "+$mana_regen"
        "DOTA_Tooltip_ability_item_shadow_cuirass_agil"	    	"+$agi"
        "DOTA_Tooltip_Ability_item_shadow_cuirass_str"         	"+$str"
        "DOTA_Tooltip_Ability_item_shadow_cuirass_int"          "+$int"
		"DOTA_Tooltip_ability_item_shadow_cuirass_damage"		"+$damage"
        "DOTA_Tooltip_ability_item_shadow_cuirass_attack_speed"	"+$attack"
        "DOTA_Tooltip_Ability_item_shadow_cuirass_armor"        "+$armor"
        "DOTA_Tooltip_Ability_item_shadow_cuirass_hp_regen"     "+$hp_regen"
		
        "DOTA_Tooltip_ability_item_ice_staff"    			"Ice Staff"
        "DOTA_Tooltip_ability_item_ice_staff_Description"	"<h1>Active: Energy Burst</h1>--CHANNELED--<br>Absorbs all charges and releases powerful burst of energy that inflicts magic damage to a selected enemy creature. Deals %damage_per_stack% damage for each charge absorbed.<br><br>Charges accumulate when using abilities.<br>Maximum charges: 20\n<h1><font color='#FF00FF'>Legendary item</font></h1>Legendary items give all <font color='#990099'>Activated Seal</font> bonuses, and also give you the ability to control one of the elements.<br><br>Allows you to control the <font color='#9999FF'>ice</font> element\n<h1>Passive: Aethereal Focus</h1> Increases the range of abilities and items by %spell_range%."
		"DOTA_Tooltip_Ability_item_ice_staff_hp"			"+$health"
		"DOTA_Tooltip_ability_item_ice_staff_mana"			"+$mana"
		"DOTA_Tooltip_ability_item_ice_staff_mana_regen_p"	"%+$mana_regen"
		"DOTA_Tooltip_ability_item_ice_staff_agil"			"+$agi"
		"DOTA_Tooltip_Ability_item_ice_staff_str"			"+$str"
		"DOTA_Tooltip_Ability_item_ice_staff_int"			"+$int"
		"DOTA_Tooltip_ability_item_ice_staff_damage"		"+$damage"
		"DOTA_Tooltip_Ability_item_ice_staff_hp_regen"		"+$hp_regen"
		"DOTA_Tooltip_ability_item_ice_staff_spell_damage"	"%+$spell_amp"
		"DOTA_Tooltip_ability_item_ice_staff_mana_cdr"	    "%+$manacost_reduction"
        
    //######################################################################################################################

		"DOTA_Tooltip_Ability_item_corrupting_blade"				"Corrupting Blade"
		"DOTA_Tooltip_Ability_item_corrupting_blade_lore"			"COLLECT THEM ALL!"
		"DOTA_Tooltip_ability_item_corrupting_blade_Description"	"<h1>Passive: Overload</h1>After third attacks, releases a charge of energy to the random enemy, inflict damage by 150% from your hero damage.\n<font color='#FFD700'>Relic</font><br>The characteristics of the relic are multiplied by Relic level."
		"DOTA_Tooltip_ability_item_corrupting_blade_bonus_damage_for_wawe"	"+ Damage per Wave"
		"DOTA_Tooltip_modifier_item_corrupting_blade"				"Corrupting Blade Bonus per Wave"
		"DOTA_Tooltip_modifier_item_corrupting_blade_Description"	"+%dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE% Damage"

		"DOTA_Tooltip_Ability_item_glimmerdark_shield"				"Glimmerdark Shield"
		"DOTA_Tooltip_Ability_item_glimmerdark_shield_lore"			"COLLECT THEM ALL!"
		"DOTA_Tooltip_ability_item_glimmerdark_shield_Description"	"<h1>Passive: Armor</h1>When you take damage equal to 10% of your maximum health, it grants a chance to increase ally armor +3 for 5 sec.\n<font color='#FFD700'>Relic</font><br>The characteristics of the relic are multiplied by Relic level."
		"DOTA_Tooltip_ability_item_glimmerdark_shield_bonus_armor_for_wawe"	"+ Armor per Wave"
		"DOTA_Tooltip_modifier_item_glimmerdark_shield"				"Glimmerdark Shield Bonus per Wave"
		"DOTA_Tooltip_modifier_item_glimmerdark_shield_Description"	"+%dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% Armor"

		"DOTA_Tooltip_Ability_item_guardian_shell"				"Guardian Shell"
		"DOTA_Tooltip_Ability_item_guardian_shell_lore"			"COLLECT THEM ALL!"
		"DOTA_Tooltip_ability_item_guardian_shell_Description"	"<font color='#FFD700'>Relic</font><br>The characteristics of the relic are multiplied by Relic level."
		"DOTA_Tooltip_modifier_item_guardian_shell"					"Guardian Shell Bonus per Wave"
		"DOTA_Tooltip_modifier_item_guardian_shell_Description"		"+%dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%% Magic Resistance"

		"DOTA_Tooltip_Ability_item_dredged_trident"				"Dredged Trident"
		"DOTA_Tooltip_Ability_item_dredged_trident_lore"		"COLLECT THEM ALL!"
		"DOTA_Tooltip_ability_item_dredged_trident_Description"	"<font color='#FFD700'>Relic</font><br>The characteristics of the relic are multiplied by Relic level."
		"DOTA_Tooltip_ability_item_dredged_trident_bonus_attack_speed_for_wawe"	"+ Attack Speed per Wave"
		"DOTA_Tooltip_modifier_item_dredged_trident"				"Dredged Trident Bonus per Wave"
		"DOTA_Tooltip_modifier_item_dredged_trident_Description"	"+%dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% Attack Speed"

		"DOTA_Tooltip_Ability_item_oblivions_locket"				"Oblivions Locket"
		"DOTA_Tooltip_Ability_item_oblivions_locket_lore"			"COLLECT THEM ALL!"
		"DOTA_Tooltip_ability_item_oblivions_locket_Description"	"<h1>Active: Spook</h1> Become ethereal, immune to physical but taking %extra_spell_damage_percent%%% extra magic damage for up to 1 second.\n<font color='#FFD700'>Relic</font><br>The characteristics of the relic are multiplied by Relic level."
		"DOTA_Tooltip_ability_item_oblivions_locket_bonus_all_stats_for_wawe"	"+ All Attributes per Wave"
		"DOTA_Tooltip_modifier_item_oblivions_locket"				"Oblivions Locket Bonus per Wave"
		"DOTA_Tooltip_modifier_item_oblivions_locket_Description"	"+%dMODIFIER_PROPERTY_STATS_AGILITY_BONUS% All Attributes"

		"DOTA_Tooltip_Ability_item_ambient_sorcery"				"Ambient Sorcery"
		"DOTA_Tooltip_Ability_item_ambient_sorcery_lore"		"COLLECT THEM ALL!"
		"DOTA_Tooltip_ability_item_ambient_sorcery_Description"	"<h1>Passive: Cooldown</h1>When you use a skill, reduces the cooldown of all skill by 0.75 sec.\n<font color='#FFD700'>Relic</font><br>The characteristics of the relic are multiplied by Relic level."
		"DOTA_Tooltip_ability_item_ambient_sorcery_bonus_mana_cst_for_wawe"	"%+ Magic Lifesteal per Wave"
		"DOTA_Tooltip_modifier_item_ambient_sorcery"				"Ambient Sorcery Bonus per Wave"
		"DOTA_Tooltip_modifier_item_ambient_sorcery_Description"	"+%dMODIFIER_PROPERTY_TOOLTIP%%% Spell Lifesteal"

		"DOTA_Tooltip_Ability_item_wand_of_the_brine"				"Wand Of The Brine"
		"DOTA_Tooltip_Ability_item_wand_of_the_brine_lore"			"COLLECT THEM ALL!"
		"DOTA_Tooltip_ability_item_wand_of_the_brine_Description"	"<font color='#FFD700'>Relic</font><br>The characteristics of the relic are multiplied by Relic level."
		"DOTA_Tooltip_ability_item_wand_of_the_brine_bonus_spell_amp_for_wawe"	"%+ Spell Amplification per Wave"
		"DOTA_Tooltip_modifier_item_wand_of_the_brine"				"Wand Of The Brine Bonus per Wave"
		"DOTA_Tooltip_modifier_item_wand_of_the_brine_Description"	"+%dMODIFIER_PROPERTY_SPELL_AMPLIFY_PERCENTAGE%%% Spell Amplification"

		"DOTA_Tooltip_Ability_item_seal_0"				"Seal Base"
		"DOTA_Tooltip_Ability_item_seal_0_Description"	"<font color='#FFD700'>Relic</font>"

		//"DOTA_Tooltip_Ability_item_seal_1"         "The First Seal"
		//"DOTA_Tooltip_Ability_item_seal_1_Description"         "<font color='#FFD700'>Relic</font>\n<h1>Passive: Overload</h1> После трёх атак выпускает заряд энергии в рандомного противника наносящий 150% от основного урона владельца."
		//"DOTA_Tooltip_ability_item_seal_1_bonus_damage_for_wawe"	"+ damage per wave"

		//"DOTA_Tooltip_Ability_item_seal_2"         "The Second Seal"
		//"DOTA_Tooltip_Ability_item_seal_2_Description"         "<font color='#FFD700'>Relic</font>\n<h1>Passive: Overload</h1> После трёх атак выпускает заряд энергии в рандомного противника наносящий 150% от основного урона владельца.\n<h1>Passive: Armor</h1> Когда вам наносят урон равный 10% от вашего максимального здровья даёт вам или вашему случайному союзнику +5 к броне на 5 сек."
		//"DOTA_Tooltip_ability_item_seal_2_bonus_damage_for_wawe"	"+ damage per wave"
		//"DOTA_Tooltip_ability_item_seal_2_bonus_armor_for_wawe"	"+ armor per wave"
		//"DOTA_Tooltip_Ability_item_recipe_seal_2"	"The Second Seal Recipe"

		//"DOTA_Tooltip_Ability_item_seal_3"         "The Third Seal"
		//"DOTA_Tooltip_Ability_item_seal_3_Description"         "<font color='#FFD700'>Relic</font>\n<h1>Passive: Overload</h1> После трёх атак выпускает заряд энергии в рандомного противника наносящий 150% от основного урона владельца.\n<h1>Passive: Armor</h1> Когда вам наносят урон равный 10% от вашего максимального здровья даёт вам или вашему случайному союзнику +5 к броне на 5 сек.\n<h1>Passive: Cooldown</h1> Когда вы используете способность уменьшает оставшееся время восстановления всех способностей на 1 сек."
		//"DOTA_Tooltip_ability_item_seal_3_bonus_damage_for_wawe"	"+ damage per wave"
		//"DOTA_Tooltip_ability_item_seal_3_bonus_armor_for_wawe"	"+ armor per wave"
		//"DOTA_Tooltip_ability_item_seal_3_bonus_mag_res_for_wawe"	"%+ magic resistance per wave"
		//"DOTA_Tooltip_Ability_item_recipe_seal_3"	"The Third Seal Recipe"

		//"DOTA_Tooltip_Ability_item_seal_4"         "The Fourth Seal"
		//"DOTA_Tooltip_Ability_item_seal_4_Description"         "<font color='#FFD700'>Relic</font>\n<h1>Passive: Overload</h1> После трёх атак выпускает заряд энергии в рандомного противника наносящий 150% от основного урона владельца.\n<h1>Passive: Armor</h1> Когда вам наносят урон равный 10% от вашего максимального здровья даёт вам или вашему случайному союзнику +5 к броне на 5 сек.\n<h1>Passive: Cooldown</h1> Когда вы используете способность уменьшает оставшееся время восстановления всех способностей на 1 сек."
		//"DOTA_Tooltip_ability_item_seal_4_bonus_damage_for_wawe"	"+ damage per wave"
		//"DOTA_Tooltip_ability_item_seal_4_bonus_armor_for_wawe"	"+ armor per wave"
		//"DOTA_Tooltip_ability_item_seal_4_bonus_mag_res_for_wawe"	"%+ magic resistance per wave"
		//"DOTA_Tooltip_ability_item_seal_4_bonus_attack_speed_for_wawe"	"+ attack speed per wave"
		//"DOTA_Tooltip_Ability_item_recipe_seal_4"	"The Fourth Seal Recipe"

		"DOTA_Tooltip_Ability_item_seal_1"				"Seal"
		"DOTA_Tooltip_Ability_item_seal_1_Description"	"<h1>Active: Spook</h1> Become ethereal, immune to physical but taking %extra_spell_damage_percent%%% extra magic damage for up to 1 second.\n<h1>Passive: Overload</h1>After third attacks, releases a charge of energy to the random enemy, inflict damage by 150% from your hero damage.\n<h1>Passive: Armor</h1>When you take damage equal to 10% of your maximum health, it grants a chance to increase ally armor +3 for 5 sec.\n<h1>Passive: Cooldown</h1>When you use a skill, reduces the cooldown of all skill by 1 sec.\n<font color='#FFD700'>Relic</font><br>The characteristics of the relic are multiplied by Relic level."
		"DOTA_Tooltip_ability_item_seal_1_bonus_damage_for_wawe"		"+ Damage per Wave"
		"DOTA_Tooltip_ability_item_seal_1_bonus_armor_for_wawe"			"+ Armor per Wave"
		"DOTA_Tooltip_ability_item_seal_1_bonus_mag_res_for_wawe"		"%+ Magic Resistance per Wave"
		"DOTA_Tooltip_ability_item_seal_1_bonus_attack_speed_for_wawe"	"+ Attack Speed per Wave"
		"DOTA_Tooltip_ability_item_seal_1_bonus_all_stats_for_wawe"		"+ All Attributes per Wave"
		"DOTA_Tooltip_ability_item_seal_1_bonus_spell_amp_for_wawe"		"%+ Spell Amplification per Wave"
		"DOTA_Tooltip_ability_item_seal_1_bonus_mana_cst_for_wawe"		"%+ Magic Lifesteal per Wave"
		"DOTA_Tooltip_mod_seal_1"				"Seal"
		"DOTA_Tooltip_mod_seal_1_Description"	"+%dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE% Damage<br>+%dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% Armor<br>+%dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%% Magic Resistance<br>+%dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% Attack Speed<br>+%dMODIFIER_PROPERTY_STATS_AGILITY_BONUS% All Attributes<br>+%dMODIFIER_PROPERTY_SPELL_AMPLIFY_PERCENTAGE%%% Spell Amplification<br>+%dMODIFIER_PROPERTY_TOOLTIP%%% Magic Lifesteal"
		//"DOTA_Tooltip_Ability_item_recipe_seal_5"	"The Final Seal Recipe"

		"DOTA_Tooltip_modifier_my_relic_armor"						"Armor"
		"DOTA_Tooltip_modifier_my_relic_armor_Description"			"Armor increased by 3."

		"DOTA_Tooltip_Ability_item_seal_act"				"Activated Seal"
		"DOTA_Tooltip_Ability_item_seal_act_Description"	"<h1>Active: Spook</h1> Become ethereal, immune to physical but taking %extra_spell_damage_percent%%% extra magic damage for up to 1 second.\n<h1>Passive: Overload</h1>After third attacks, releases a charge of energy to the random enemy, inflict damage by 150% from your hero damage.\n<h1>Passive: Armor</h1>When you take damage equal to 10% of your maximum health, it grants a chance to increase ally +3 Armor for 5 sec.\n<h1>Passive: Cooldown</h1>When you use a skill, reduces the cooldown of all skill by 1 sec.\n<font color='#FFD700'>Relic</font><br>The characteristics of the relic are multiplied by Relic level."
		"DOTA_Tooltip_ability_item_seal_act_bonus_damage_for_wawe"			"+ Damage per Wave"
		"DOTA_Tooltip_ability_item_seal_act_bonus_armor_for_wawe"			"+ Armor per Wave"
		"DOTA_Tooltip_ability_item_seal_act_bonus_mag_res_for_wawe"			"%+ Magic Resistance per Wave"
		"DOTA_Tooltip_ability_item_seal_act_bonus_attack_speed_for_wawe"	"+ Attack Speed per Wave"
		"DOTA_Tooltip_ability_item_seal_act_bonus_all_stats_for_wawe"		"+ All attributes per Wave"
		"DOTA_Tooltip_ability_item_seal_act_bonus_spell_amp_for_wawe"		"%+ Spell Amplification per Wave"
		"DOTA_Tooltip_ability_item_seal_act_bonus_mana_cst_for_wawe"		"%+ Magic Lifesteal per Wave"

		"DOTA_Tooltip_Ability_item_seal_act_r"				"Activated Seal Base"
		"DOTA_Tooltip_Ability_item_seal_act_r_Description"	"<font color='#FFD700'>Relic</font>\nAutomatically Become a Seal Base if All Relic are Level 20 or More."

		"relicdmg"												"Damage per Wave"
		"relicarmor"											"Armor per Wave"
		"relicmagres"											"Magic Resistance per Wave"
		"relicattackspeed"										"Attack Speed per Wave"
		"relicallatr"											"All Attributes per Wave"
		"relicmagvamp"											"Magic Lifesteal per Wave"
		"relicmagdmg"											"Spell Amplification per Wave"

    //###############################################################################################################################
        
        "DOTA_Tooltip_ability_item_upgraded_mjollnir"	"Upgraded Mjollnir"
		"DOTA_Tooltip_ability_item_upgraded_mjollnir_Description"						"<h1>Active: Static Charge</h1>Places a charged shield on a target unit for %static_duration% seconds which has a %static_chance%%% chance to release a %static_damage% damage shocking bolt at a nearby attacker and %static_strikes% additional enemies.<br><br>Range: %tooltip_range%\n<h1>Passive: Chain Lightning</h1>Grants a %chain_chance%%% chance on attack to release a bolt of electricity that leaps between %chain_strikes% targets within a %chain_radius% radius, dealing %chain_damage% magical damage to each."
		"DOTA_Tooltip_ability_item_upgraded_mjollnir_Lore"								"Thor's magical hammer, made for him by the dwarves Brok and Eitri."
        "DOTA_Tooltip_ability_item_upgraded_mjollnir_bonus_damage"	"+$damage"
        "DOTA_Tooltip_ability_item_upgraded_mjollnir_bonus_attack_speed"	"+$attack"
        
        "DOTA_Tooltip_Ability_item_upgraded_pipe"	"Upgraded Pipe of Insight"
        "DOTA_Tooltip_ability_item_upgraded_pipe_Description"	"<h1>Active: Barrier</h1>Gives a shield that blocks %barrier_block% magic damage to all nearby allies. Lasts %barrier_duration% seconds.<br><br>Radius: %barrier_radius%\n<h1>Passive: Insight Aura</h1> Gives allied units %aura_health_regen% health regeneration and %magic_resistance_aura%%% magic resistance.<br><br>Radius: %aura_radius%"
        "DOTA_Tooltip_ability_item_upgraded_pipe_Lore"	"A powerful artifact of mysterious origin, it creates barriers against magical forces."
        "DOTA_Tooltip_ability_item_upgraded_pipe_health_regen"	"+$hp_regen"
        "DOTA_Tooltip_ability_item_upgraded_pipe_magic_resistance"	"%+$spell_resist"
//		"DOTA_Tooltip_ability_item_upgraded_pipe_bonus_all_stats"					"+$all"
        
        "DOTA_Tooltip_Ability_item_upgraded_butterfly"	"Upgraded Butterfly"
        "DOTA_Tooltip_ability_item_upgraded_butterfly_Lore"	"Only the mightiest and most experienced of warriors can wield the Butterfly, but it provides incredible dexterity in combat."
        "DOTA_Tooltip_ability_item_upgraded_butterfly_bonus_agility"	"+$agi"
        "DOTA_Tooltip_ability_item_upgraded_butterfly_bonus_damage"	"+$damage"
        "DOTA_Tooltip_ability_item_upgraded_butterfly_bonus_evasion"	"%+$evasion"
        "DOTA_Tooltip_ability_item_upgraded_butterfly_bonus_attack_speed"	"+$attack"
        
        "DOTA_Tooltip_Ability_item_upgraded_desolator"	"Upgraded Desolator"
        "DOTA_Tooltip_ability_item_upgraded_desolator_Description"	"<h1>Passive: Corruption</h1> Your attacks reduce the target's armor by %corruption_armor% for %corruption_duration% seconds."
        "DOTA_Tooltip_ability_item_upgraded_desolator_Lore"	"A wicked weapon, used in torturing political criminals."
        "DOTA_Tooltip_ability_item_upgraded_desolator_bonus_damage"	"+$damage"
        
        "DOTA_Tooltip_Ability_item_upgraded_sange_and_yasha"	"Upgraded Sange and Yasha"
        "DOTA_Tooltip_ability_item_upgraded_sange_and_yasha_Lore"	"Sange and Yasha, when attuned by the moonlight and used together, become a very powerful combination."
        "DOTA_Tooltip_ability_item_upgraded_sange_and_yasha_bonus_damage"	"+$damage"
        "DOTA_Tooltip_ability_item_upgraded_sange_and_yasha_bonus_strength"	"+$str"
        "DOTA_Tooltip_ability_item_upgraded_sange_and_yasha_bonus_agility"	"+$agi"
        "DOTA_Tooltip_ability_item_upgraded_sange_and_yasha_bonus_attack_speed"	"+$attack"
        "DOTA_Tooltip_ability_item_upgraded_sange_and_yasha_movement_speed_percent_bonus"	"%+$move_speed"
		"DOTA_Tooltip_ability_item_upgraded_sange_and_yasha_status_resistance"					"%+$status_resist"
        
        "DOTA_Tooltip_Ability_item_upgraded_satanic"	"Upgraded Satanic"
        "DOTA_Tooltip_ability_item_upgraded_satanic_Description"	"<h1>Active: Unholy Rage</h1>Increases Lifesteal percentage to %unholy_lifesteal_total_tooltip%%% for %unholy_duration% seconds. \n<h1>Passive: Lifesteal</h1>Heals the attacker for %lifesteal_percent%%% of attack damage dealt."
        "DOTA_Tooltip_ability_item_upgraded_satanic_Lore"	"Immense power at the cost of your soul."
        "DOTA_Tooltip_ability_item_upgraded_satanic_bonus_strength"	"+$str"
		"DOTA_Tooltip_ability_item_upgraded_satanic_bonus_damage"						"+$damage"
        
        "DOTA_Tooltip_Ability_item_upgraded_greater_crit"	"Upgraded Daedalus"
        "DOTA_Tooltip_ability_item_upgraded_greater_crit_Description"	"<h1>Passive: Critical Strike</h1>Grants each attack a %crit_chance%%% chance to deal %tooltip_crit_damage%%% additional damage."
        "DOTA_Tooltip_ability_item_upgraded_greater_crit_Lore"	"A weapon of incredible power that is difficult for even the strongest of warriors to control."
        "DOTA_Tooltip_ability_item_upgraded_greater_crit_bonus_damage"	"+$damage"
        
        "DOTA_Tooltip_Ability_item_upgraded_monkey_king_bar"	"Upgraded Monkey King Bar"
        "DOTA_Tooltip_ability_item_upgraded_monkey_king_bar_Description"	"<h1>Passive: Pierce</h1>Grants each attack a %bonus_chance%%% chance to pierce through evasion and deal %bonus_chance_damage% bonus magical damage."
        "DOTA_Tooltip_ability_item_upgraded_monkey_king_bar_Lore"	"A powerful staff used by a master warrior."
        "DOTA_Tooltip_ability_item_upgraded_monkey_king_bar_bonus_attack_speed"	"+$attack"
        "DOTA_Tooltip_ability_item_upgraded_monkey_king_bar_bonus_damage"	"+$damage"
        
        "DOTA_Tooltip_Ability_item_upgraded_heart"	"Upgraded Heart of Tarrasque"
        "DOTA_Tooltip_ability_item_upgraded_heart_Description"	""
        "DOTA_Tooltip_ability_item_upgraded_heart_Lore"	"Preserved heart of an extinct monster, it bolsters the bearer's fortitude."
        "DOTA_Tooltip_ability_item_upgraded_heart_bonus_strength"	"+$str"
        "DOTA_Tooltip_ability_item_upgraded_heart_bonus_health"	"+$health"
        "DOTA_Tooltip_ability_item_upgraded_heart_health_regen_pct"	"%+ Max HP Health Regen"
        
        "DOTA_Tooltip_Ability_item_upgraded_diffusal_blade"	"Upgraded Diffusal Blade"
		"DOTA_Tooltip_ability_item_upgraded_diffusal_blade_Description"				"<h1>Active: Inhibit</h1> Targets an enemy, slowing it for %purge_slow_duration% seconds.<br><br>Range: %cast_range_tooltip%\n<h1>Passive: Manabreak</h1>Each attack burns %feedback_mana_burn% mana from the target, and deals %damage_per_burn% physical damage per burned mana. <br><br>Burns %feedback_mana_burn_illusion_melee% mana per attack from melee illusions and %feedback_mana_burn_illusion_ranged% mana per attack from ranged illusions."
		"DOTA_Tooltip_ability_item_upgraded_diffusal_blade_Note0"					"Does not stack with other manabreak abilities."
		"DOTA_Tooltip_ability_item_upgraded_diffusal_blade_Lore"							"An enchanted blade that allows the user to cut straight into the enemy's soul."
        "DOTA_Tooltip_ability_item_upgraded_diffusal_blade_bonus_agility"	"+$agi"
        "DOTA_Tooltip_ability_item_upgraded_diffusal_blade_bonus_intellect"	"+$int"

		"DOTA_Tooltip_Ability_item_upgraded_octarine_core"	"Upgraded Octarine Core"
		"DOTA_Tooltip_ability_item_upgraded_octarine_core_Description"	"<h1>Passive: Cooldown Reduction</h1>Reduces the cooldown time of all spells and items by %cooldown%%%."
		"DOTA_Tooltip_ability_item_upgraded_octarine_core_Lore"	"At the core of spellcraft are spectrums only the very gifted can sense."
		"DOTA_Tooltip_ability_item_upgraded_octarine_core_all_stats"		"+$all"
		"DOTA_Tooltip_ability_item_upgraded_octarine_core_hp"				"+$health"
		"DOTA_Tooltip_ability_item_upgraded_octarine_core_mana"				"+$mana"
		"DOTA_Tooltip_ability_item_upgraded_octarine_core_mana_regen"		"+$mana_regen"
